Project,Issue,Link,Patch,IssueLink,patchLink,MajorLeak,LeakType,DetectionType,DetectionMethod,DefectType,FileType,FixType,Transformation,Duration (days),files,churn,addedLines,removedLines,modifiedFiles,addedFiles,removedFiles
HTTPCOMP,HTTPCLIENT-24,https://issues.apache.org/jira/browse/HTTPCLIENT-24,No leak,HTTPCLIENT-24,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HTTPCOMP,HTTPCLIENT-310,https://issues.apache.org/jira/browse/HTTPCLIENT-310,https://issues.apache.org/jira/secure/attachment/12327059/ASF.LICENSE.NOT.GRANTED--protocol.patch,HTTPCLIENT-310,HTTPCLIENT-310,Memory,Memory,Source code-based detection,Manual code inspection,wrongAPI,java,correctAPI,Complex,1193.182903,4,24,22,2,4,0,0
HTTPCOMP,HTTPCLIENT-467,https://issues.apache.org/jira/browse/HTTPCLIENT-467,No leak,HTTPCLIENT-467,No leak,No leak,No leak,,,,,,,,1,11,8,3,1,0,0
HTTPCOMP,HTTPCLIENT-622,https://issues.apache.org/jira/browse/HTTPCLIENT-622,https://github.com/apache/httpclient/commit/3d8d85a915e696fc4dc72df1071f20922a949c72.patch,HTTPCLIENT-622,HTTPCLIENT-622,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add a checker,1.769231262,1,4,4,0,1,0,0
HTTPCOMP,HTTPCLIENT-675,https://issues.apache.org/jira/browse/HTTPCLIENT-675,https://issues.apache.org/jira/secure/attachment/12362691/2k7-07-27-MTHCM-675.txt,HTTPCLIENT-675,HTTPCLIENT-675,Resource,Thread,Source code-based detection,Manual code inspection,callSchedule,java,threadDown,Modify branch condition,15.75717682,1,10,8,2,1,0,0
HTTPCOMP,HTTPCLIENT-676,https://issues.apache.org/jira/browse/HTTPCLIENT-676,https://issues.apache.org/jira/secure/attachment/12362692/2k7-07-27-MTHCM-676.txt,HTTPCLIENT-676,HTTPCLIENT-676,Memory,Memory,Source code-based detection,Manual code inspection,callSchedule,java,removeElm,Complex,15.71323896,1,24,12,12,1,0,0
HTTPCOMP,HTTPCLIENT-841,https://issues.apache.org/jira/browse/HTTPCLIENT-841,https://github.com/apache/httpclient/commit/bd2f049ada455eb6949d0e9c17c6b60463ec4851.patch,HTTPCLIENT-841,HTTPCLIENT-841,Memory,Memory,Runtime detection,Out-of-memory error,classloader,java,releaseRef,Remove unused statements,58.69260567,6,98,37,61,6,0,0
HTTPCOMP,HTTPCORE-118,https://issues.apache.org/jira/browse/HTTPCORE-118,https://github.com/apache/httpcore/commit/a70e7abec9b1a8af9727d40b782a4a7d7282bf6f.patch,HTTPCORE-118,HTTPCORE-118,Memory,Memory,Runtime detection,Failed test,callSchedule,java,releaseRef,Modify dispose function,2.431568981,1,16,15,1,1,0,0
HTTPCOMP,HTTPCORE-143,https://issues.apache.org/jira/browse/HTTPCORE-143,https://github.com/apache/httpcore/commit/e059d751b2e4047d0bcf2b14f2782ea171302ebb.patch,HTTPCORE-143,HTTPCORE-143,Resource,File handle,Runtime detection,Runtime,exception,java,disposeExcep,Add an initilization object,0.9828794097,1,13,13,0,1,0,0
HTTPCOMP,HTTPCORE-207,https://issues.apache.org/jira/browse/HTTPCORE-207,https://github.com/apache/httpcore/commit/e9e665d3bf1a734b8235d2165e075df726736cf1.patch,HTTPCORE-207,HTTPCORE-207,Resource,Connection,Runtime detection,Failed test,exception,java,disposeExcep,Add finally block,0.55273625,2,45,27,18,2,0,0
HTTPCOMP,HTTPCORE-211,https://issues.apache.org/jira/browse/HTTPCORE-211,https://fisheye.apache.org/rdiff/httpcomponents?csid=891654&u&N,HTTPCORE-211,HTTPCORE-211,Memory,Memory,Runtime detection,Failed test,wrongAPI,java,correctAPI,Replace function,0.01150851852,1,38,19,19,1,0,0
HTTPCOMP,HTTPCORE-240,https://issues.apache.org/jira/browse/HTTPCORE-240,https://fisheye.apache.org/rdiff/httpcomponents?csid=1030045&u&N,HTTPCORE-240,HTTPCORE-240,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,0.7002513194,4,54,38,16,4,0,0
HTTPCOMP,HTTPCORE-310,https://issues.apache.org/jira/browse/HTTPCORE-310,No leak,HTTPCORE-310,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HTTPCOMP,HTTPCORE-315,https://issues.apache.org/jira/browse/HTTPCORE-315,https://fisheye.apache.org/rdiff/httpcomponents?csid=1393511&u&N,HTTPCORE-315,HTTPCORE-315,Resource,Connection,Source code-based detection,Manual code inspection,concurrency,java,threadSafe,Complex,0.5665041667,2,11,7,4,2,0,0
HTTPCOMP,HTTPCORE-345,https://issues.apache.org/jira/browse/HTTPCORE-345,https://fisheye.apache.org/rdiff/httpcomponents?csid=1499271&u&N,HTTPCORE-345,HTTPCORE-345,Resource,File handle,Runtime detection,Runtime,nonClosedRes,java,disposeReg,Add a checker,0.5160573148,1,5,5,0,1,0,0
HTTPCOMP,HTTPCORE-362,https://issues.apache.org/jira/browse/HTTPCORE-362,No leak,HTTPCORE-362,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-1326,https://issues.apache.org/jira/browse/LUCENE-1326,https://github.com/apache/lucene-solr/commit/40997321953ac39452cac3ed706fcc40404488cf.patch,LUCENE-1326,LUCENE-1326,Memory,Memory,Runtime detection,Out-of-memory error,exception,java,disposeExcep,Add try-finally block,0.6583507639,2,50,28,22,2,0,0
LUCENE,LUCENE-1383,https://issues.apache.org/jira/browse/LUCENE-1383,https://github.com/apache/lucene-solr/commit/ac6ee32b605558dda19f0b70aa29c8599dcf6aea.patch,LUCENE-1383,LUCENE-1383,Memory,Memory,Runtime detection,Runtime,threadLocal,java,releaseRef,Complex,2.571603079,4,53,44,9,3,1,0
LUCENE,LUCENE-1455,https://issues.apache.org/jira/browse/LUCENE-1455,https://github.com/apache/lucene-solr/commit/85f5a9c7401c33e39f17f83d95dbe9737157bdd9.patch,LUCENE-1455,LUCENE-1455,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,205.9828501,1,9,7,2,1,0,0
LUCENE,LUCENE-2106,https://issues.apache.org/jira/browse/LUCENE-2106,https://github.com/apache/lucene-solr/commit/0834cd4e4ed577b3daf60d1cb61ca818c80efca9.patch,LUCENE-2106,LUCENE-2106,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add call to dispose function,3.906985845,1,1,1,0,1,0,0
LUCENE,LUCENE-2108,https://issues.apache.org/jira/browse/LUCENE-2108,https://issues.apache.org/jira/secure/attachment/12426802/LUCENE-2108-SpellChecker-close.patch,LUCENE-2108,LUCENE-2108,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add dispose function,1.67485265,1,6,5,1,1,0,0
LUCENE,LUCENE-2249,https://issues.apache.org/jira/browse/LUCENE-2249,https://issues.apache.org/jira/secure/attachment/12434870/LUCENE-2249.patch,LUCENE-2249,LUCENE-2249,Resource,Thread,Source code-based detection,Manual code inspection,nonClosedRes,java,threadDown,Add dispose function,266.7132189,1,5,5,0,1,0,0
LUCENE,LUCENE-2255,https://issues.apache.org/jira/browse/LUCENE-2255,No patch,LUCENE-2255,No patch,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,fixed,0.05775189815,0,0,0,0,0,0,0
LUCENE,LUCENE-2283,https://issues.apache.org/jira/browse/LUCENE-2283,https://issues.apache.org/jira/secure/attachment/12437429/LUCENE-2283.patch,LUCENE-2283,LUCENE-2283,Memory,Memory,Runtime detection,Runtime,cache,java,removeElm,Complex,95.53361377,5,107,76,31,5,0,0
LUCENE,LUCENE-2328,https://issues.apache.org/jira/browse/LUCENE-2328,https://github.com/apache/lucene-solr/commit/0b6a6bcbdfcbdaa88dca4c62c7be578fe7eda5d7.patch,LUCENE-2328,LUCENE-2328,Memory,Memory,Runtime detection,Out-of-memory error,unreleasedRef,java,releaseRef,Complex,226.7307195,9,372,157,215,9,0,0
LUCENE,LUCENE-2387,https://issues.apache.org/jira/browse/LUCENE-2387,https://issues.apache.org/jira/secure/attachment/12441284/LUCENE-2387.patch,LUCENE-2387,LUCENE-2387,Memory,Memory,Runtime detection,Runtime,collection,java,removeElm,Add null statements,26.13560447,2,6,5,1,2,0,0
LUCENE,LUCENE-2467,https://issues.apache.org/jira/browse/LUCENE-2467,https://issues.apache.org/jira/secure/attachment/12444701/LUCENE-2467.patch,LUCENE-2467,LUCENE-2467,Memory,Memory,Runtime detection,Runtime,cache,java,removeElm,Complex,9.126449838,3,21,16,5,3,0,0
LUCENE,LUCENE-276,https://issues.apache.org/jira/browse/LUCENE-276,https://issues.apache.org/jira/secure/attachment/12312390/ASF.LICENSE.NOT.GRANTED--lucene-31240-1.4.1.diff,LUCENE-276,LUCENE-276,Memory,Memory,Runtime detection,Runtime,unreleasedRef,java,releaseRef,move statements,618.2899769,1,8,4,4,1,0,0
LUCENE,LUCENE-2762,https://issues.apache.org/jira/browse/LUCENE-2762,https://issues.apache.org/jira/secure/attachment/12459624/LUCENE-2762.patch,LUCENE-2762,LUCENE-2762,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Complex,4.839856065,3,214,107,107,3,0,0
LUCENE,LUCENE-3032,https://issues.apache.org/jira/browse/LUCENE-3032,No leak,LUCENE-3032,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-3052,https://issues.apache.org/jira/browse/LUCENE-3052,https://fisheye.apache.org/rdiff/lucene?csid=1097848&u&N,LUCENE-3052,LUCENE-3052,Memory,Memory,Runtime detection,Failed test,concurrency,test,threadSafe,Modify to synchronized,0.1347408102,0,0,0,0,0,0,0
LUCENE,LUCENE-3059,https://issues.apache.org/jira/browse/LUCENE-3059,No leak,LUCENE-3059,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-3144,https://issues.apache.org/jira/browse/LUCENE-3144,https://github.com/apache/lucene-solr/commit/1996f7234ab1e81dd1d1357ed863d9dfce2c5c53.patch,LUCENE-3144,LUCENE-3144,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,0.2004749653,1,39,21,18,1,0,0
LUCENE,LUCENE-3251,https://issues.apache.org/jira/browse/LUCENE-3251,https://issues.apache.org/jira/secure/attachment/12484406/LUCENE-3251.patch,LUCENE-3251,LUCENE-3251,Resource,File handle,Runtime detection,Failed test,exception,java,disposeExcep,Add try-exception block,0.07400100694,1,6,4,2,1,0,0
LUCENE,LUCENE-3258,https://issues.apache.org/jira/browse/LUCENE-3258,No patch,LUCENE-3258,No patch,Resource,File handle,Runtime detection,Out-of-memory error,exception,java,disposeExcep,fixed,0.3282900694,0,0,0,0,0,0,0
LUCENE,LUCENE-3356,https://issues.apache.org/jira/browse/LUCENE-3356,No leak,LUCENE-3356,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-3409,https://issues.apache.org/jira/browse/LUCENE-3409,https://github.com/apache/lucene-solr/commit/e933942dc3436c6538f5a78b6a9bd8b3439011db.patch,LUCENE-3409,LUCENE-3409,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Add dispose function,0.1420722569,2,13,12,1,2,0,0
LUCENE,LUCENE-3418,https://issues.apache.org/jira/browse/LUCENE-3418,No leak,LUCENE-3418,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-3660,https://issues.apache.org/jira/browse/LUCENE-3660,https://issues.apache.org/jira/secure/attachment/12508143/LUCENE-3660.patch,LUCENE-3660,LUCENE-3660,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,5.936266493,1,22,11,11,1,0,0
LUCENE,LUCENE-3841,https://issues.apache.org/jira/browse/LUCENE-3841,https://issues.apache.org/jira/secure/attachment/12517898/LUCENE-3841.patch,LUCENE-3841,LUCENE-3841,Memory,Memory,Runtime detection,Runtime,threadLocal,java,releaseRef,Complex,11.6580634,3,79,38,41,3,0,0
LUCENE,LUCENE-4398,https://issues.apache.org/jira/browse/LUCENE-4398,https://issues.apache.org/jira/secure/attachment/12545498/LUCENE-4398.patch,LUCENE-4398,LUCENE-4398,Resource,Thread,Runtime detection,Runtime,nonClosedRes,java,threadDown,Add dispose function,2.078405475,6,26,25,1,6,0,0
LUCENE,LUCENE-4451,https://issues.apache.org/jira/browse/LUCENE-4451,https://issues.apache.org/jira/secure/attachment/12547250/LUCENE-4451.patch,LUCENE-4451,LUCENE-4451,Memory,Memory,Runtime detection,Failed test,leakyLib,test,others,Modify configuration,1.302462674,0,0,0,0,0,0,0
LUCENE,LUCENE-5099,https://issues.apache.org/jira/browse/LUCENE-5099,https://issues.apache.org/jira/secure/attachment/12623869/LUCENE-5099_adrianocrestani_2014-01-19.patch,LUCENE-5099,LUCENE-5099,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,196.3597973,2,32,26,6,2,0,0
LUCENE,LUCENE-5544,https://issues.apache.org/jira/browse/LUCENE-5544,https://issues.apache.org/jira/secure/attachment/12636042/LUCENE-5544.patch,LUCENE-5544,LUCENE-5544,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,0.5440499653,2,37,28,9,2,0,0
LUCENE,LUCENE-5553,https://issues.apache.org/jira/browse/LUCENE-5553,https://issues.apache.org/jira/secure/attachment/12636718/LUCENE-5553.patch,LUCENE-5553,LUCENE-5553,Memory,Memory,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,0.1389209606,4,101,68,33,4,0,0
LUCENE,LUCENE-5567,https://issues.apache.org/jira/browse/LUCENE-5567,No leak,LUCENE-5567,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-5624,https://issues.apache.org/jira/browse/LUCENE-5624,https://github.com/apache/lucene-solr/commit/029f4fb5a8d6eb9cf3f4692bfb700f93d4b25d0a.patch,LUCENE-5624,LUCENE-5624,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Add finally block,0.09854302083,1,37,10,27,1,0,0
LUCENE,LUCENE-5656,https://issues.apache.org/jira/browse/LUCENE-5656,https://github.com/apache/lucene-solr/commit/90c582d84eed5021959ceb1a2af5a9f0e3df7eaf.patch,LUCENE-5656,LUCENE-5656,Resource,File handle,Runtime detection,Out-of-memory error,callSchedule,java,disposeReg,Replace function,0.3342383565,1,2,1,1,1,0,0
LUCENE,LUCENE-6488,https://issues.apache.org/jira/browse/LUCENE-6488,https://issues.apache.org/jira/secure/attachment/12733523/LUCENE-6488.patch,LUCENE-6488,LUCENE-6488,Resource,File handle,Runtime detection,Runtime,exception,java,disposeExcep,Add try-finally block,0.1956982639,1,62,40,22,1,0,0
LUCENE,LUCENE-6499,https://issues.apache.org/jira/browse/LUCENE-6499,https://issues.apache.org/jira/secure/attachment/12735209/LUCENE-6499.patch,LUCENE-6499,LUCENE-6499,Resource,File handle,Runtime detection,Runtime,concurrency,test,threadSafe,Modify to synchronized,1.037628704,0,0,0,0,0,0,0
LUCENE,LUCENE-6518,https://issues.apache.org/jira/browse/LUCENE-6518,No leak,LUCENE-6518,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-6608,https://issues.apache.org/jira/browse/LUCENE-6608,https://github.com/apache/lucene-solr/commit/3d4c18d7482ef85646862a17e0433be0d0ba50cf.patch,LUCENE-6608,LUCENE-6608,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-with-resource construct,0.03279619214,1,25,13,12,1,0,0
LUCENE,LUCENE-6662,https://issues.apache.org/jira/browse/LUCENE-6662,https://issues.apache.org/jira/secure/attachment/12743834/LUCENE-6662.patch,LUCENE-6662,LUCENE-6662,Resource,File handle,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,338.6301598,6,237,123,114,6,0,0
LUCENE,LUCENE-6791,https://issues.apache.org/jira/browse/LUCENE-6791,No leak,LUCENE-6791,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-6795,https://issues.apache.org/jira/browse/LUCENE-6795,No leak,LUCENE-6795,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
LUCENE,LUCENE-6813,https://issues.apache.org/jira/browse/LUCENE-6813,https://fisheye.apache.org/rdiff/lucene/dev/trunk/lucene/sandbox/src/java/org/apache/lucene/rangetree/RangeTreeWriter.java?r1=1700883&r2=1705155&u&N,LUCENE-6813,LUCENE-6813,Resource,File handle,Runtime detection,Runtime,exception,java,threadSafe,Add try-finally block,1.471894826,1,29,13,16,1,0,0
LUCENE,LUCENE-6999,https://issues.apache.org/jira/browse/LUCENE-6999,https://issues.apache.org/jira/secure/attachment/12784892/LUCENE-6999.patch,LUCENE-6999,LUCENE-6999,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Complex,0.3967742477,4,69,41,28,4,0,0
LUCENE,LUCENE-823,https://issues.apache.org/jira/browse/LUCENE-823,https://issues.apache.org/jira/secure/attachment/12352572/LUCENE-823.take2.patch,LUCENE-823,LUCENE-823,Resource,File handle,Runtime detection,Failed test,nonClosedRes,java,disposeReg,Complex,2.520841181,2,64,41,23,2,0,0
HADOOP,MAPREDUCE-1316,https://issues.apache.org/jira/browse/MAPREDUCE-1316,https://fisheye.apache.org/rdiff/hadoop?csid=2c6e179c8d530b7368ca8aaaaa4f7966f4e8fb50&u&N,MAPREDUCE-1316,MAPREDUCE-1316,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,32.23433617,1,37,20,17,1,0,0
HADOOP,MAPREDUCE-1443,https://issues.apache.org/jira/browse/MAPREDUCE-1443,https://issues.apache.org/jira/secure/attachment/12434594/MAPREDUCE-1443.patch,MAPREDUCE-1443,MAPREDUCE-1443,Resource,Connection,Source code-based detection,Manual code inspection,nonClosedRes,java,disposeReg,Add try-finally block,1.011245799,3,41,32,9,3,0,0
HADOOP,MAPREDUCE-1444,https://issues.apache.org/jira/browse/MAPREDUCE-1444,https://issues.apache.org/jira/secure/attachment/12434593/MAPREDUCE-1444.patch,MAPREDUCE-1444,MAPREDUCE-1444,Memory,Memory,Source code-based detection,Manual code inspection,collection,java,removeElm,Complex,14.13243579,7,99,91,8,7,0,0
HADOOP,MAPREDUCE-2278,https://issues.apache.org/jira/browse/MAPREDUCE-2278,http://svn.apache.org/viewvc/hadoop/common/branches/branch-0.20-security-patches/src/mapred/org/apache/hadoop/filecache/TaskDistributedCacheManager.java?r1=1077734&r2=1077735&pathrev=1077735&view=patch,MAPREDUCE-2278,MAPREDUCE-2278,Memory,Memory,Source code-based detection,Manual code inspection,unreleasedRef,java,releaseRef,Remove unused statements,283.286207,1,25,13,12,1,0,0
HADOOP,MAPREDUCE-2461,https://issues.apache.org/jira/browse/MAPREDUCE-2461,No leak,MAPREDUCE-2461,No leak,No leak,No leak,,,,,,,,0,0,0,0,0,0,0
HADOOP,MAPREDUCE-2549,https://issues.apache.org/jira/browse/MAPREDUCE-2549,https://fisheye.apache.org/rdiff/hadoop?csid=41d02ace5cd033d17c6b9f893e31581779bc9f9e&u&N,MAPREDUCE-2549,MAPREDUCE-2549,Resource,File handle,Source code-based detection,Manual code inspection,exception,java,disposeExcep,Add try-finally block,105.5258472,3,45,32,13,3,0,0
